@relation LaLiga-Matches-csv

@attribute HomeTeam {'La Coruna','Sp Gijon','Ath Bilbao','Ath Madrid',Celta,Espanol,Merida,Sevilla,Valladolid,Vallecano,Zaragoza,Albacete,Barcelona,Betis,'Real Madrid',Compostela,Oviedo,Salamanca,Santander,Sociedad,Tenerife,Valencia,Hercules,Logrones,Extremadura,Mallorca,Alaves,Villareal,Malaga,Numancia,'Las Palmas',Osasuna,Villarreal,Recreativo,Murcia,Getafe,Levante,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Eibar,Cordoba,Leganes,Girona,Huesca}
@attribute AwayTeam {Valencia,Albacete,Santander,Sociedad,Compostela,Salamanca,Betis,Tenerife,Barcelona,'Real Madrid',Oviedo,Sevilla,Merida,Zaragoza,'Ath Bilbao','La Coruna',Vallecano,Celta,'Ath Madrid','Sp Gijon',Espanol,Valladolid,Extremadura,Logrones,Hercules,Mallorca,Villareal,Alaves,Malaga,Numancia,Villarreal,Osasuna,'Las Palmas',Recreativo,Murcia,Levante,Getafe,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Cordoba,Eibar,Leganes,Girona,Huesca}
@attribute HTHG numeric
@attribute HTAG numeric
@attribute FTR {H,A,D}

@data
'Real Madrid',Villarreal,3,0,H
Vallecano,Malaga,1,0,H
Zaragoza,Valencia,0,0,A
'Ath Bilbao','Ath Madrid',0,0,H
Espanol,Betis,0,0,H
Barcelona,Mallorca,3,0,H
Sociedad,'Real Madrid',0,1,A
Valencia,Getafe,2,1,H
Villarreal,Vallecano,1,0,H
'Ath Madrid',Zaragoza,2,0,H
Malaga,Espanol,1,1,H
Osasuna,Levante,2,0,H
Santander,Betis,0,0,H
'Sp Gijon','Ath Bilbao',0,0,D
Sevilla,Granada,1,0,A
Betis,Malaga,0,0,D
Levante,Valencia,0,1,A
Mallorca,Sevilla,0,0,D
'Ath Bilbao',Barcelona,1,1,D
Espanol,Villarreal,0,0,D
Getafe,'Ath Madrid',1,1,H
Granada,Santander,0,0,D
'Real Madrid',Osasuna,3,1,H
Vallecano,Sociedad,1,0,H
Zaragoza,'Sp Gijon',1,2,D
Barcelona,Zaragoza,2,0,H
Valencia,'Real Madrid',0,1,A
Villarreal,Betis,1,0,H
'Ath Madrid',Levante,0,0,H
Osasuna,Vallecano,0,0,D
Sevilla,'Ath Bilbao',1,1,A
Sociedad,Espanol,0,0,D
'Sp Gijon',Getafe,1,1,H
Santander,Malaga,0,0,A
Getafe,Barcelona,0,0,H
'Real Madrid','Ath Madrid',1,1,H
Vallecano,Valencia,0,1,A
'Ath Bilbao',Granada,0,1,A
Betis,Sociedad,0,0,A
Espanol,Osasuna,0,1,A
Levante,'Sp Gijon',1,0,H
Mallorca,Santander,1,0,H
Zaragoza,Sevilla,0,1,A
Malaga,Villarreal,2,1,H
Barcelona,Vallecano,3,0,H
Barcelona,Levante,3,0,H
Santander,Villarreal,1,0,H
'Sp Gijon','Real Madrid',0,1,A
Valencia,Espanol,1,0,H
'Ath Madrid',Vallecano,1,0,H
Granada,Zaragoza,1,0,H
Mallorca,'Ath Bilbao',1,1,D
Osasuna,Betis,1,0,H
Sociedad,Malaga,1,1,H
Sevilla,Getafe,1,0,H
Granada,Mallorca,0,1,D
Betis,Valencia,0,0,H
Levante,Sevilla,0,0,H
'Real Madrid',Barcelona,1,1,A
'Ath Bilbao',Santander,0,0,D
Espanol,'Ath Madrid',3,1,H
Getafe,Granada,0,0,H
Malaga,Osasuna,0,1,D
Vallecano,'Sp Gijon',0,2,A
Villarreal,Sociedad,0,0,D
Zaragoza,Mallorca,0,1,A
'Ath Bilbao',Zaragoza,1,1,H
Mallorca,Getafe,1,2,A
Sevilla,'Real Madrid',0,3,A
'Sp Gijon',Espanol,0,1,A
'Ath Madrid',Betis,0,0,A
Granada,Levante,2,0,H
Osasuna,Villarreal,0,0,H
Santander,Sociedad,0,0,D
Valencia,Malaga,1,0,H
Levante,Mallorca,0,0,D
Malaga,'Ath Madrid',0,0,D
'Real Madrid',Granada,2,1,H
Santander,Zaragoza,1,0,H
Sociedad,Osasuna,0,0,D
Betis,'Sp Gijon',1,0,H
Espanol,Barcelona,0,1,D
Getafe,'Ath Bilbao',0,0,D
Vallecano,Sevilla,1,0,H
Villarreal,Valencia,2,1,D
Granada,Vallecano,0,1,A
Mallorca,'Real Madrid',1,0,A
Sevilla,Espanol,0,0,D
Valencia,Sociedad,0,0,A
Zaragoza,Getafe,1,0,D
'Ath Bilbao',Levante,2,0,H
'Ath Madrid',Villarreal,1,0,H
Barcelona,Betis,2,1,H
Osasuna,Santander,0,1,A
'Sp Gijon',Malaga,1,0,H
Betis,Sevilla,1,1,D
Espanol,Granada,2,0,H
Santander,Getafe,1,1,A
Sociedad,'Ath Madrid',0,1,A
Levante,Zaragoza,0,0,D
Malaga,Barcelona,0,1,A
Osasuna,Valencia,0,0,D
'Real Madrid','Ath Bilbao',1,1,H
Vallecano,Mallorca,0,0,A
Villarreal,'Sp Gijon',0,0,H
Espanol,Mallorca,1,0,H
'Real Madrid',Zaragoza,1,1,H
Vallecano,'Ath Bilbao',2,2,A
Villarreal,Barcelona,0,0,D
Betis,Granada,0,2,A
Levante,Getafe,0,1,A
Malaga,Sevilla,2,1,H
Santander,Valencia,1,0,D
Sociedad,'Sp Gijon',2,0,H
Osasuna,'Ath Madrid',0,1,A
'Ath Bilbao',Espanol,1,1,D
Barcelona,Sociedad,1,0,H
Getafe,'Real Madrid',0,1,A
Levante,Santander,1,0,D
Mallorca,Betis,1,0,H
'Ath Madrid',Valencia,0,0,D
Sevilla,Villarreal,1,1,A
'Sp Gijon',Osasuna,1,0,D
Zaragoza,Vallecano,1,0,A
Granada,Malaga,0,0,H
Betis,'Ath Bilbao',1,1,H
Osasuna,Barcelona,2,0,H
Santander,'Ath Madrid',0,0,D
Espanol,Zaragoza,0,0,A
Malaga,Mallorca,1,1,H
'Real Madrid',Levante,1,1,H
Valencia,'Sp Gijon',1,0,H
Vallecano,Getafe,1,0,H
Villarreal,Granada,1,0,H
Sociedad,Sevilla,0,0,H
Getafe,Espanol,0,0,D
'Real Madrid',Santander,2,0,H
Sevilla,Osasuna,1,0,H
'Ath Bilbao',Malaga,0,0,H
Barcelona,Valencia,2,1,H
Granada,Sociedad,1,1,H
Levante,Vallecano,0,1,A
Mallorca,Villarreal,1,0,H
'Sp Gijon','Ath Madrid',1,1,D
Zaragoza,Betis,0,1,A
Betis,Getafe,0,0,D
Espanol,Levante,0,1,A
Malaga,Zaragoza,1,1,H
Santander,'Sp Gijon',0,1,D
'Ath Madrid',Barcelona,0,1,A
Osasuna,Granada,2,1,H
Sociedad,Mallorca,0,0,H
Valencia,Sevilla,1,1,A
Vallecano,'Real Madrid',0,0,A
Villarreal,'Ath Bilbao',1,0,D
Barcelona,'Sp Gijon',1,0,H
Getafe,Malaga,1,0,A
Mallorca,Osasuna,0,1,D
Sevilla,'Ath Madrid',0,1,D
Vallecano,Santander,1,2,H
'Ath Bilbao',Sociedad,1,0,H
Granada,Valencia,0,1,A
'Real Madrid',Espanol,2,0,H
Zaragoza,Villarreal,0,1,H
Levante,Betis,2,1,H
Betis,'Real Madrid',1,1,A
Malaga,Levante,0,0,H
Sociedad,Zaragoza,3,0,H
'Sp Gijon',Sevilla,1,0,H
'Ath Madrid',Granada,1,0,H
Espanol,Vallecano,4,0,H
Osasuna,'Ath Bilbao',2,0,H
Santander,Barcelona,0,1,A
Valencia,Mallorca,2,0,D
Villarreal,Getafe,1,1,A
Getafe,Sociedad,0,0,H
Granada,'Sp Gijon',2,0,H
Sevilla,Barcelona,0,2,A
Vallecano,Betis,0,0,H
Zaragoza,Osasuna,0,0,D
'Ath Bilbao',Valencia,0,1,A
Levante,Villarreal,0,0,H
Mallorca,'Ath Madrid',0,0,H
'Real Madrid',Malaga,1,0,D
Espanol,Santander,2,1,H
Barcelona,Granada,2,0,H
Osasuna,Getafe,0,0,D
'Ath Madrid','Ath Bilbao',0,0,H
Sociedad,Levante,1,2,A
'Sp Gijon',Mallorca,1,1,A
Valencia,Zaragoza,1,1,A
Villarreal,'Real Madrid',0,0,D
Betis,Espanol,0,0,D
Malaga,Vallecano,1,1,H
Santander,Sevilla,0,1,A
Getafe,Valencia,3,1,H
Mallorca,Barcelona,0,1,A
'Real Madrid',Sociedad,3,1,H
'Ath Bilbao','Sp Gijon',0,0,D
Betis,Santander,1,0,D
Espanol,Malaga,1,0,A
Levante,Osasuna,0,1,A
Vallecano,Villarreal,0,1,A
Zaragoza,'Ath Madrid',0,0,H
Granada,Sevilla,0,1,A
Barcelona,'Ath Bilbao',1,0,H
Malaga,Betis,0,2,A
Osasuna,'Real Madrid',0,3,A
Santander,Granada,0,0,A
'Sp Gijon',Zaragoza,0,1,A
'Ath Madrid',Getafe,1,0,H
Sociedad,Vallecano,2,0,H
Valencia,Levante,1,0,D
Villarreal,Espanol,0,0,D
Sevilla,Mallorca,0,0,H
Betis,Villarreal,2,0,H
Espanol,Sociedad,1,2,D
Getafe,'Sp Gijon',1,0,H
Vallecano,Osasuna,4,0,H
Zaragoza,Barcelona,1,2,A
'Ath Bilbao',Sevilla,0,0,H
Levante,'Ath Madrid',2,0,H
Mallorca,Granada,0,0,D
'Real Madrid',Valencia,0,0,D
Malaga,Santander,1,0,H
Barcelona,Getafe,2,0,H
Osasuna,Espanol,0,0,H
Sociedad,Betis,0,0,D
'Ath Madrid','Real Madrid',0,1,A
Granada,'Ath Bilbao',1,0,D
'Sp Gijon',Levante,1,1,H
Valencia,Vallecano,1,0,H
Santander,Mallorca,0,1,A
Sevilla,Zaragoza,3,0,H
Villarreal,Malaga,0,0,H
Levante,Barcelona,1,0,A
'Real Madrid','Sp Gijon',1,1,H
'Ath Bilbao',Mallorca,1,0,H
Betis,Osasuna,1,0,H
Espanol,Valencia,2,0,H
Malaga,Sociedad,1,0,D
Vallecano,'Ath Madrid',0,0,A
Villarreal,Santander,0,0,D
Zaragoza,Granada,1,0,H
Getafe,Sevilla,1,1,H
Barcelona,'Real Madrid',0,1,A
Mallorca,Zaragoza,1,0,H
Sevilla,Levante,1,1,D
'Sp Gijon',Vallecano,1,0,H
'Ath Madrid',Espanol,1,1,H
Granada,Getafe,1,0,H
Santander,'Ath Bilbao',0,1,A
Sociedad,Villarreal,0,1,D
Valencia,Betis,1,0,H
Osasuna,Malaga,0,0,D
Espanol,'Sp Gijon',0,0,A
Getafe,Mallorca,0,1,A
Levante,Granada,0,0,H
Sociedad,Santander,0,0,H
Villarreal,Osasuna,1,0,D
Betis,'Ath Madrid',0,0,D
Malaga,Valencia,1,0,H
'Real Madrid',Sevilla,1,0,H
Vallecano,Barcelona,0,3,A
Zaragoza,'Ath Bilbao',1,0,H
Getafe,Santander,0,0,D
Granada,Espanol,2,0,H
'Sp Gijon',Villarreal,1,2,A
'Ath Bilbao','Real Madrid',0,2,A
'Ath Madrid',Sociedad,0,0,D
Barcelona,Malaga,2,1,H
Mallorca,Vallecano,0,0,H
Sevilla,Betis,1,1,A
Valencia,Osasuna,0,0,H
Zaragoza,Levante,1,0,H
'Ath Bilbao',Getafe,0,0,D
'Ath Madrid',Malaga,0,1,H
Barcelona,Espanol,1,0,H
Granada,'Real Madrid',1,0,A
Mallorca,Levante,0,0,H
Osasuna,Sociedad,1,0,H
Sevilla,Vallecano,2,1,H
'Sp Gijon',Betis,1,1,H
Valencia,Villarreal,0,0,H
Zaragoza,Santander,1,1,H
Betis,Barcelona,0,1,D
Sociedad,Valencia,0,0,H
Espanol,Sevilla,0,1,D
Getafe,Zaragoza,0,0,A
Levante,'Ath Bilbao',1,0,H
Malaga,'Sp Gijon',0,0,H
'Real Madrid',Mallorca,2,0,H
Santander,Osasuna,1,0,A
Vallecano,Granada,0,0,H
Villarreal,'Ath Madrid',0,0,A
Celta,Malaga,0,0,A
Mallorca,Espanol,1,1,H
Sevilla,Getafe,2,0,H
'Ath Bilbao',Betis,0,3,A
Barcelona,Sociedad,4,1,H
Levante,'Ath Madrid',1,1,D
'Real Madrid',Valencia,1,1,D
'La Coruna',Osasuna,0,0,H
Vallecano,Granada,0,0,H
Zaragoza,Valladolid,0,1,A
Betis,Vallecano,1,1,A
Espanol,Zaragoza,1,0,A
Malaga,Mallorca,0,0,D
Sociedad,Celta,0,0,H
Getafe,'Real Madrid',0,1,H
Granada,Sevilla,1,1,D
Osasuna,Barcelona,1,0,A
Valencia,'La Coruna',3,1,D
'Ath Madrid','Ath Bilbao',2,0,H
Valladolid,Levante,1,0,H
Celta,Osasuna,0,0,H
'La Coruna',Getafe,1,1,D
Mallorca,Sociedad,0,0,H
Zaragoza,Malaga,0,0,A
'Ath Bilbao',Valladolid,0,0,H
Barcelona,Valencia,1,0,H
Levante,Espanol,0,2,H
'Real Madrid',Granada,1,0,H
Vallecano,Sevilla,0,0,D
Getafe,Barcelona,0,1,A
Malaga,Levante,1,0,H
Sevilla,'Real Madrid',1,0,H
Valencia,Celta,1,1,H
'Ath Madrid',Vallecano,1,0,H
Espanol,'Ath Bilbao',2,0,D
Granada,'La Coruna',0,1,D
Osasuna,Mallorca,0,0,D
Sociedad,Zaragoza,0,0,H
Valladolid,Betis,0,0,A
Barcelona,Granada,0,0,H
Betis,Espanol,1,0,H
Celta,Getafe,0,0,H
Zaragoza,Osasuna,2,1,H
'Ath Bilbao',Malaga,0,0,D
'Ath Madrid',Valladolid,2,0,H
Levante,Sociedad,0,1,H
Mallorca,Valencia,1,0,H
'La Coruna',Sevilla,0,0,A
Vallecano,'Real Madrid',0,1,A
Betis,'Ath Madrid',2,1,A
Malaga,Betis,2,0,H
Sevilla,Barcelona,1,0,A
Sociedad,'Ath Bilbao',0,0,H
Valencia,Zaragoza,1,0,H
Espanol,'Ath Madrid',0,1,A
Granada,Celta,2,1,H
Osasuna,Levante,0,0,H
'Real Madrid','La Coruna',3,1,H
Valladolid,Vallecano,4,1,H
Getafe,Mallorca,0,0,H
Celta,Sevilla,0,0,H
Betis,Sociedad,1,0,H
Valladolid,Espanol,0,0,D
Vallecano,'La Coruna',2,1,H
Zaragoza,Getafe,0,0,A
'Ath Bilbao',Osasuna,1,0,H
'Ath Madrid',Malaga,1,1,H
Barcelona,'Real Madrid',1,1,D
Levante,Valencia,1,0,H
Mallorca,Granada,0,0,A
'La Coruna',Barcelona,2,4,A
Malaga,Valladolid,1,1,H
'Real Madrid',Celta,1,0,H
Valencia,'Ath Bilbao',1,2,H
Espanol,Vallecano,1,1,H
Getafe,Levante,0,0,A
Granada,Zaragoza,0,2,A
Osasuna,Betis,0,0,D
Sociedad,'Ath Madrid',0,0,A
Sevilla,Mallorca,1,2,H
Betis,Valencia,1,0,H
Celta,'La Coruna',1,1,D
Espanol,Malaga,0,0,D
Vallecano,Barcelona,0,1,A
'Ath Bilbao',Getafe,0,1,A
'Ath Madrid',Osasuna,2,1,H
Levante,Granada,1,0,H
Mallorca,'Real Madrid',0,2,A
Zaragoza,Sevilla,2,0,H
Valladolid,Sociedad,1,1,D
Barcelona,Celta,2,1,H
Malaga,Vallecano,0,1,A
'Real Madrid',Zaragoza,2,0,H
Valencia,'Ath Madrid',1,0,H
Granada,'Ath Bilbao',0,2,A
'La Coruna',Mallorca,1,0,H
Osasuna,Valladolid,0,0,A
Sevilla,Levante,0,0,D
Sociedad,Espanol,0,0,A
Getafe,Betis,0,0,A
Betis,Granada,0,1,A
Espanol,Osasuna,0,1,A
Malaga,Sociedad,1,1,A
Vallecano,Celta,0,2,H
Zaragoza,'La Coruna',1,2,H
'Ath Bilbao',Sevilla,2,0,H
'Ath Madrid',Getafe,2,0,H
Levante,'Real Madrid',0,1,A
Mallorca,Barcelona,0,3,A
Valladolid,Valencia,0,1,D
Barcelona,Zaragoza,2,1,H
Osasuna,Malaga,0,0,D
'Real Madrid','Ath Bilbao',3,1,H
Valencia,Espanol,1,1,H
Celta,Mallorca,0,1,D
Getafe,Valladolid,0,1,H
Granada,'Ath Madrid',0,0,A
'La Coruna',Levante,0,1,A
Sevilla,Betis,4,0,H
Sociedad,Vallecano,2,0,H
Sociedad,Osasuna,0,0,D
Betis,'Real Madrid',1,0,H
Malaga,Valencia,1,0,H
Valladolid,Granada,0,0,H
Vallecano,Mallorca,0,0,H
'Ath Bilbao','La Coruna',1,0,D
'Ath Madrid',Sevilla,3,0,H
Espanol,Getafe,0,1,A
Levante,Barcelona,0,0,A
Zaragoza,Celta,0,0,A
Osasuna,Vallecano,1,0,H
Barcelona,'Ath Bilbao',3,0,H
Getafe,Malaga,0,0,H
'Real Madrid','Ath Madrid',1,0,H
Valencia,Sociedad,1,1,A
Celta,Levante,1,0,D
Granada,Espanol,0,0,D
'La Coruna',Betis,0,1,A
Mallorca,Zaragoza,0,1,D
Sevilla,Valladolid,0,2,A
Espanol,Sevilla,1,1,D
Malaga,Granada,2,0,H
Osasuna,Valencia,0,0,A
Sociedad,Getafe,0,0,D
Valladolid,'Real Madrid',2,2,A
'Ath Bilbao',Celta,1,0,H
'Ath Madrid','La Coruna',3,0,H
Betis,Barcelona,1,2,A
Levante,Mallorca,1,0,H
Vallecano,Zaragoza,0,1,A
Getafe,Osasuna,0,0,D
Granada,Sociedad,0,0,D
Mallorca,'Ath Bilbao',0,1,A
Sevilla,Malaga,0,0,A
Barcelona,'Ath Madrid',2,1,H
'Real Madrid',Espanol,1,1,D
Valencia,Vallecano,0,0,A
Zaragoza,Levante,0,1,A
Celta,Betis,0,0,A
'La Coruna',Valladolid,0,0,D
Espanol,'La Coruna',1,0,H
Sociedad,Sevilla,1,0,H
Vallecano,Levante,0,0,H
'Ath Madrid',Celta,0,0,H
Valencia,Getafe,3,1,H
'Ath Bilbao',Zaragoza,0,2,A
Betis,Mallorca,1,1,A
Malaga,'Real Madrid',0,0,H
Osasuna,Granada,1,1,A
Valladolid,Barcelona,0,1,A
Zaragoza,Betis,0,1,A
Granada,Valencia,0,0,A
'La Coruna',Malaga,0,0,H
Levante,'Ath Bilbao',2,1,H
Sevilla,Osasuna,0,0,H
Barcelona,Espanol,4,0,H
Celta,Valladolid,2,1,H
Mallorca,'Ath Madrid',0,0,D
'Real Madrid',Sociedad,2,2,H
Vallecano,Getafe,2,0,H
'Ath Bilbao',Vallecano,0,0,A
Espanol,Celta,1,0,H
Osasuna,'Real Madrid',0,0,D
Valencia,Sevilla,0,0,H
Valladolid,Mallorca,1,1,H
'Ath Madrid',Zaragoza,2,0,H
Betis,Levante,1,0,H
Malaga,Barcelona,0,1,A
Sociedad,'La Coruna',1,1,D
Getafe,Granada,2,1,D
Espanol,Mallorca,1,2,H
Getafe,Sevilla,1,1,D
Granada,Vallecano,1,0,H
Malaga,Celta,1,0,D
Sociedad,Barcelona,1,2,H
'Ath Madrid',Levante,1,0,H
Osasuna,'La Coruna',1,0,H
Valencia,'Real Madrid',0,5,A
Valladolid,Zaragoza,1,0,H
Betis,'Ath Bilbao',1,1,D
Celta,Sociedad,1,0,D
'La Coruna',Valencia,2,1,A
Levante,Valladolid,1,1,H
Zaragoza,Espanol,0,0,D
'Ath Bilbao','Ath Madrid',0,0,H
Barcelona,Osasuna,3,1,H
Mallorca,Malaga,1,2,A
'Real Madrid',Getafe,0,0,H
Vallecano,Betis,1,0,H
Sevilla,Granada,1,0,H
Valladolid,'Ath Bilbao',2,1,D
Espanol,Levante,1,0,H
Getafe,'La Coruna',1,1,H
Granada,'Real Madrid',1,0,H
Osasuna,Celta,0,0,H
'Ath Madrid',Betis,0,0,H
Malaga,Zaragoza,1,1,D
Sevilla,Vallecano,1,0,H
Sociedad,Mallorca,0,0,H
Valencia,Barcelona,1,1,D
Celta,Valencia,0,0,A
'La Coruna',Granada,0,1,A
Levante,Malaga,1,1,A
Mallorca,Osasuna,0,0,D
'Real Madrid',Sevilla,2,0,H
'Ath Bilbao',Espanol,0,1,A
Barcelona,Getafe,2,0,H
Vallecano,'Ath Madrid',2,0,H
Zaragoza,Sociedad,0,2,A
Betis,Valladolid,0,0,D
Sevilla,'La Coruna',3,1,H
Getafe,Celta,3,1,H
Granada,Barcelona,1,0,A
Malaga,'Ath Bilbao',1,0,H
Osasuna,Zaragoza,1,0,H
Espanol,Betis,1,0,H
'Real Madrid',Vallecano,2,0,H
Sociedad,Levante,1,1,D
Valencia,Mallorca,0,0,H
Valladolid,'Ath Madrid',0,1,A
'Ath Bilbao',Sociedad,1,1,A
Barcelona,Sevilla,0,1,H
'La Coruna','Real Madrid',1,0,A
Mallorca,Getafe,1,0,A
Zaragoza,Valencia,2,1,D
'Ath Madrid',Espanol,1,0,H
Betis,Malaga,3,0,H
Celta,Granada,1,1,H
Vallecano,Valladolid,0,0,A
Levante,Osasuna,0,0,A
Getafe,Zaragoza,1,0,H
'La Coruna',Vallecano,0,0,D
Osasuna,'Ath Bilbao',0,0,A
'Real Madrid',Barcelona,1,1,H
Valencia,Levante,2,1,D
Espanol,Valladolid,0,0,D
Granada,Mallorca,1,1,A
Malaga,'Ath Madrid',0,0,D
Sociedad,Betis,0,1,D
Sevilla,Celta,2,1,H
Betis,Osasuna,1,0,H
Barcelona,'La Coruna',1,0,H
Mallorca,Sevilla,1,0,H
Valladolid,Malaga,1,1,D
Vallecano,Espanol,1,0,H
'Ath Bilbao',Valencia,0,0,H
'Ath Madrid',Sociedad,0,0,A
Celta,'Real Madrid',0,0,A
Levante,Getafe,0,0,D
Zaragoza,Granada,0,0,D
'La Coruna',Celta,1,0,H
Getafe,'Ath Bilbao',1,0,H
'Real Madrid',Mallorca,1,2,H
Sociedad,Valladolid,3,0,H
Valencia,Betis,1,0,H
Barcelona,Vallecano,2,0,H
Granada,Levante,1,0,D
Malaga,Espanol,0,0,A
Osasuna,'Ath Madrid',0,1,A
Sevilla,Zaragoza,1,0,H
Celta,Barcelona,1,1,D
Levante,Sevilla,1,0,H
Vallecano,Malaga,1,1,A
Zaragoza,'Real Madrid',1,1,D
'Ath Madrid',Valencia,1,1,D
Espanol,Sociedad,2,1,D
Mallorca,'La Coruna',1,1,A
Valladolid,Osasuna,1,0,A
'Ath Bilbao',Granada,0,0,H
Betis,Getafe,0,0,D
Granada,Betis,0,3,A
Barcelona,Mallorca,4,0,H
'La Coruna',Zaragoza,2,2,H
'Real Madrid',Levante,2,1,H
Sociedad,Malaga,3,1,H
Celta,Vallecano,0,1,A
Getafe,'Ath Madrid',0,0,D
Osasuna,Espanol,0,0,A
Valencia,Valladolid,1,0,H
Sevilla,'Ath Bilbao',1,0,H
Betis,Sevilla,1,3,D
Espanol,Valencia,1,0,D
Levante,'La Coruna',0,3,A
Malaga,Osasuna,0,0,H
Valladolid,Getafe,0,1,H
'Ath Bilbao','Real Madrid',0,1,A
'Ath Madrid',Granada,2,0,H
Vallecano,Sociedad,0,2,A
Zaragoza,Barcelona,0,2,A
Mallorca,Celta,0,0,H
Mallorca,Vallecano,1,1,D
Barcelona,Levante,0,0,H
Granada,Valladolid,0,0,D
'Real Madrid',Betis,1,0,H
Valencia,Malaga,4,1,H
Getafe,Espanol,0,1,A
'La Coruna','Ath Bilbao',1,1,D
Osasuna,Sociedad,0,0,D
Sevilla,'Ath Madrid',0,0,A
Celta,Zaragoza,1,1,H
Vallecano,Osasuna,1,2,D
'Ath Bilbao',Barcelona,1,0,D
'Ath Madrid','Real Madrid',1,1,A
Levante,Celta,0,1,A
Zaragoza,Mallorca,1,1,H
Espanol,Granada,0,1,A
Malaga,Getafe,1,0,H
Sociedad,Valencia,1,1,H
Valladolid,Sevilla,1,0,D
Betis,'La Coruna',0,1,D
Celta,'Ath Bilbao',0,1,D
Granada,Malaga,1,0,H
'La Coruna','Ath Madrid',0,0,D
'Real Madrid',Valladolid,2,2,H
Valencia,Osasuna,2,0,H
Barcelona,Betis,1,2,H
Mallorca,Levante,1,1,D
Sevilla,Espanol,3,0,H
Zaragoza,Vallecano,1,0,H
Getafe,Sociedad,2,1,H
Celta,'Ath Madrid',0,0,A
'Real Madrid',Malaga,4,2,H
Levante,Zaragoza,0,0,D
'Ath Bilbao',Mallorca,1,0,H
Espanol,'Real Madrid',1,0,D
Osasuna,Getafe,0,0,H
Valladolid,'La Coruna',0,0,H
'Ath Madrid',Barcelona,0,0,A
Betis,Celta,0,0,H
Malaga,Sevilla,0,0,D
Vallecano,Valencia,0,2,A
Sociedad,Granada,2,1,D
Getafe,Valencia,0,1,A
Granada,Osasuna,1,0,H
Sevilla,Sociedad,1,2,A
Barcelona,Valladolid,2,0,H
'La Coruna',Espanol,0,0,H
Levante,Vallecano,0,1,A
Zaragoza,'Ath Bilbao',1,0,A
Mallorca,Betis,1,0,H
'Ath Bilbao',Levante,0,0,A
'Ath Madrid',Mallorca,0,0,D
Betis,Zaragoza,2,0,H
Espanol,Barcelona,0,1,A
Getafe,Vallecano,0,0,A
Malaga,'La Coruna',1,0,H
Osasuna,Sevilla,0,0,H
Sociedad,'Real Madrid',0,1,D
Valencia,Granada,0,0,H
Valladolid,Celta,0,1,A
Barcelona,Malaga,3,0,H
Celta,Espanol,1,0,H
Granada,Getafe,1,0,H
'La Coruna',Sociedad,0,1,A
Levante,Betis,0,0,D
Mallorca,Valladolid,2,1,H
'Real Madrid',Osasuna,2,0,H
Sevilla,Valencia,2,1,H
Vallecano,'Ath Bilbao',1,1,D
Zaragoza,'Ath Madrid',0,0,A
Sociedad,Getafe,1,0,H
Valencia,Malaga,0,0,H
Valladolid,'Ath Bilbao',1,1,A
Barcelona,Levante,6,0,H
Osasuna,Granada,0,2,A
'Real Madrid',Betis,1,1,H
Sevilla,'Ath Madrid',1,1,A
Almeria,Villarreal,1,0,A
Celta,Espanol,1,0,D
Vallecano,Elche,2,0,H
'Ath Bilbao',Osasuna,1,0,H
Getafe,Almeria,1,2,D
Elche,Sociedad,1,0,D
Espanol,Valencia,1,1,H
Villarreal,Valladolid,1,1,H
'Ath Madrid',Vallecano,3,0,H
Betis,Celta,0,0,A
Levante,Sevilla,0,0,D
Malaga,Barcelona,0,1,A
Granada,'Real Madrid',0,1,A
Almeria,Elche,2,1,D
Vallecano,Levante,0,1,A
Celta,Granada,1,0,D
Osasuna,Villarreal,0,2,A
Valladolid,Getafe,0,0,H
Espanol,Betis,0,0,D
'Real Madrid','Ath Bilbao',2,0,H
Sevilla,Malaga,1,1,D
Sociedad,'Ath Madrid',0,1,A
Valencia,Barcelona,2,3,A
'Ath Madrid',Almeria,2,1,H
Barcelona,Sevilla,1,0,H
Levante,Sociedad,0,0,D
Villarreal,'Real Madrid',1,1,D
Betis,Valencia,3,0,H
Getafe,Osasuna,1,1,H
Granada,Espanol,0,0,A
Malaga,Vallecano,2,0,H
'Ath Bilbao',Celta,1,1,H
Elche,Valladolid,0,0,D
Osasuna,Elche,1,0,H
Almeria,Levante,1,0,D
Sociedad,Malaga,0,0,D
Valladolid,'Ath Madrid',0,0,A
Vallecano,Barcelona,0,1,A
Betis,Granada,0,0,D
Celta,Villarreal,0,0,D
'Real Madrid',Getafe,2,1,H
Valencia,Sevilla,1,0,H
Espanol,'Ath Bilbao',1,1,H
'Ath Madrid',Osasuna,2,1,H
Barcelona,Sociedad,3,0,H
Levante,Valladolid,1,1,D
Malaga,Almeria,0,0,H
Elche,'Real Madrid',0,0,A
Granada,Valencia,0,0,A
Sevilla,Vallecano,1,0,H
'Ath Bilbao',Betis,0,0,H
Getafe,Celta,1,0,H
Villarreal,Espanol,1,0,H
Valladolid,Malaga,0,1,D
Almeria,Barcelona,0,1,A
'Real Madrid','Ath Madrid',0,1,A
Sociedad,Sevilla,0,1,D
Valencia,Vallecano,1,0,H
Betis,Villarreal,1,0,H
Celta,Elche,0,0,A
Espanol,Getafe,0,0,A
Osasuna,Levante,0,0,A
Granada,'Ath Bilbao',0,0,H
Malaga,Osasuna,0,1,A
Villarreal,Granada,1,0,H
